2026-09-18T08:50:46.592784494Z [2026-09-18 08:50:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 512, #cached-token: 0, full token usage: 0.00, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 393.12
2026-09-18T09:10:39.310120835Z [2026-09-18 09:10:39 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 3, #pending-token: 118784, cuda graph: False, input throughput (token/s): 2150.04
2026-09-18T09:10:41.764192999Z [2026-09-18 09:10:41 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 3, #pending-token: 114688, cuda graph: False, input throughput (token/s): 1669.32
2026-09-18T09:10:43.735254144Z [2026-09-18 09:10:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 3, #pending-token: 110592, cuda graph: False, input throughput (token/s): 2078.09
2026-09-18T09:10:46.176611851Z [2026-09-18 09:10:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 3, #pending-token: 106496, cuda graph: False, input throughput (token/s): 1677.72
2026-09-18T09:10:48.329611429Z [2026-09-18 09:10:48 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 3, #pending-token: 102400, cuda graph: False, input throughput (token/s): 1902.09
2026-09-18T09:10:50.742228664Z [2026-09-18 09:10:50 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.04, swa token usage: 0.14, #running-req: 14, #queue-req: 2, #pending-token: 98304, cuda graph: False, input throughput (token/s): 1697.51
2026-09-18T09:10:53.212866511Z [2026-09-18 09:10:53 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 94208, cuda graph: False, input throughput (token/s): 1658.02
2026-09-18T09:10:55.510130105Z [2026-09-18 09:10:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 90112, cuda graph: False, input throughput (token/s): 1783.42
2026-09-18T09:10:57.273324225Z [2026-09-18 09:10:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 86016, cuda graph: False, input throughput (token/s): 2322.54
2026-09-18T09:10:59.015665457Z [2026-09-18 09:10:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 81920, cuda graph: False, input throughput (token/s): 2351.22
2026-09-18T09:11:00.991073377Z [2026-09-18 09:11:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 77824, cuda graph: False, input throughput (token/s): 2073.78
2026-09-18T09:11:03.390247534Z [2026-09-18 09:11:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 73728, cuda graph: False, input throughput (token/s): 1707.21
2026-09-18T09:11:06.059605379Z [2026-09-18 09:11:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.15, #running-req: 15, #queue-req: 2, #pending-token: 69632, cuda graph: False, input throughput (token/s): 1533.80
2026-09-18T09:11:06.257383949Z [2026-09-18 09:11:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.14, #running-req: 15, #queue-req: 2, #pending-token: 65536, cuda graph: False, input throughput (token/s): 20718.03
2026-09-18T09:11:10.935696170Z [2026-09-18 09:11:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 61440, cuda graph: False, input throughput (token/s): 875.70
2026-09-18T09:11:12.729719566Z [2026-09-18 09:11:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 57344, cuda graph: False, input throughput (token/s): 2282.37
2026-09-18T09:11:14.471215699Z [2026-09-18 09:11:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 53248, cuda graph: False, input throughput (token/s): 2352.73
2026-09-18T09:11:16.188882038Z [2026-09-18 09:11:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 49152, cuda graph: False, input throughput (token/s): 2385.38
2026-09-18T09:11:18.032734407Z [2026-09-18 09:11:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 45056, cuda graph: False, input throughput (token/s): 2220.28
2026-09-18T09:11:19.999470840Z [2026-09-18 09:11:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 40960, cuda graph: False, input throughput (token/s): 2082.36
2026-09-18T09:11:22.011703471Z [2026-09-18 09:11:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 1, #pending-token: 36864, cuda graph: False, input throughput (token/s): 2035.42
2026-09-18T09:11:23.921343557Z [2026-09-18 09:11:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.22, #running-req: 14, #queue-req: 0, #pending-token: 32768, cuda graph: False, input throughput (token/s): 2145.24
2026-09-18T09:11:25.671834052Z [2026-09-18 09:11:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 28672, cuda graph: False, input throughput (token/s): 2340.50
2026-09-18T09:11:27.865829401Z [2026-09-18 09:11:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 24576, cuda graph: False, input throughput (token/s): 1866.51
2026-09-18T09:11:29.637331370Z [2026-09-18 09:11:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 20480, cuda graph: False, input throughput (token/s): 2312.68
2026-09-18T09:11:31.388865402Z [2026-09-18 09:11:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 16384, cuda graph: False, input throughput (token/s): 2338.82
2026-09-18T09:11:33.196021862Z [2026-09-18 09:11:33 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 12288, cuda graph: False, input throughput (token/s): 2266.04
2026-09-18T09:11:34.977935949Z [2026-09-18 09:11:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 8192, cuda graph: False, input throughput (token/s): 2299.19
2026-09-18T09:11:36.915058442Z [2026-09-18 09:11:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.05, swa token usage: 0.23, #running-req: 15, #queue-req: 0, #pending-token: 4096, cuda graph: False, input throughput (token/s): 2113.49
2026-09-18T09:11:37.073554340Z [2026-09-18 09:11:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.06, swa token usage: 0.16, #running-req: 15, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 25919.77
2026-09-18T09:12:32.968394319Z [2026-09-18 09:12:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 126976, cuda graph: False, input throughput (token/s): 73.28
2026-09-18T09:12:34.644985497Z [2026-09-18 09:12:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 122880, cuda graph: False, input throughput (token/s): 2443.79
2026-09-18T09:12:36.954512987Z [2026-09-18 09:12:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 118784, cuda graph: False, input throughput (token/s): 1773.77
2026-09-18T09:12:39.199945000Z [2026-09-18 09:12:39 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 114688, cuda graph: False, input throughput (token/s): 1823.92
2026-09-18T09:12:40.951661396Z [2026-09-18 09:12:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 110592, cuda graph: False, input throughput (token/s): 2338.10
2026-09-18T09:12:42.748184608Z [2026-09-18 09:12:42 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 106496, cuda graph: False, input throughput (token/s): 2279.50
2026-09-18T09:12:44.555925711Z [2026-09-18 09:12:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 102400, cuda graph: False, input throughput (token/s): 2266.14
2026-09-18T09:12:46.132402425Z [2026-09-18 09:12:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 98304, cuda graph: False, input throughput (token/s): 2597.88
2026-09-18T09:12:47.907144149Z [2026-09-18 09:12:47 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 94208, cuda graph: False, input throughput (token/s): 2308.50
2026-09-18T09:12:50.385079738Z [2026-09-18 09:12:50 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 90112, cuda graph: False, input throughput (token/s): 1653.27
2026-09-18T09:12:52.544473272Z [2026-09-18 09:12:52 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 86016, cuda graph: False, input throughput (token/s): 1896.46
2026-09-18T09:12:55.160461218Z [2026-09-18 09:12:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 81920, cuda graph: False, input throughput (token/s): 1565.76
2026-09-18T09:12:57.796696315Z [2026-09-18 09:12:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 77824, cuda graph: False, input throughput (token/s): 1553.96
2026-09-18T09:12:59.957048449Z [2026-09-18 09:12:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 73728, cuda graph: False, input throughput (token/s): 1895.64
2026-09-18T09:13:02.494613821Z [2026-09-18 09:13:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 69632, cuda graph: False, input throughput (token/s): 1614.58
2026-09-18T09:13:05.090799284Z [2026-09-18 09:13:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 65536, cuda graph: False, input throughput (token/s): 1577.11
2026-09-18T09:13:07.679011506Z [2026-09-18 09:13:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 61440, cuda graph: False, input throughput (token/s): 1582.52
2026-09-18T09:13:10.275491731Z [2026-09-18 09:13:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 57344, cuda graph: False, input throughput (token/s): 1578.03
2026-09-18T09:13:12.866071796Z [2026-09-18 09:13:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 53248, cuda graph: False, input throughput (token/s): 1580.49
2026-09-18T09:13:15.125923100Z [2026-09-18 09:13:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 49152, cuda graph: False, input throughput (token/s): 1813.20
2026-09-18T09:13:19.224791220Z [2026-09-18 09:13:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 45056, cuda graph: False, input throughput (token/s): 999.11
2026-09-18T09:13:21.898394123Z [2026-09-18 09:13:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 40960, cuda graph: False, input throughput (token/s): 1532.49
2026-09-18T09:13:24.600981247Z [2026-09-18 09:13:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 36864, cuda graph: False, input throughput (token/s): 1515.08
2026-09-18T09:13:27.313691167Z [2026-09-18 09:13:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 32768, cuda graph: False, input throughput (token/s): 1509.94
2026-09-18T09:13:29.991436563Z [2026-09-18 09:13:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 28672, cuda graph: False, input throughput (token/s): 1529.84
2026-09-18T09:13:32.646762250Z [2026-09-18 09:13:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 24576, cuda graph: False, input throughput (token/s): 1542.29
2026-09-18T09:13:35.336937571Z [2026-09-18 09:13:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 20480, cuda graph: False, input throughput (token/s): 1523.16
2026-09-18T09:13:38.066854624Z [2026-09-18 09:13:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 16384, cuda graph: False, input throughput (token/s): 1499.92
2026-09-18T09:13:40.806854292Z [2026-09-18 09:13:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 12288, cuda graph: False, input throughput (token/s): 1495.37
2026-09-18T09:13:43.513702679Z [2026-09-18 09:13:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 8192, cuda graph: False, input throughput (token/s): 1513.20
2026-09-18T09:13:46.289436068Z [2026-09-18 09:13:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 4096, cuda graph: False, input throughput (token/s): 1475.39
2026-09-18T09:13:46.388134212Z [2026-09-18 09:13:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 41657.49
2026-09-18T09:14:04.221541664Z [2026-09-18 09:14:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 126976, cuda graph: False, input throughput (token/s): 229.67
2026-09-18T09:14:05.361146661Z [2026-09-18 09:14:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 253952, cuda graph: False, input throughput (token/s): 3594.36
